Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,CTR,CPM,ROI,CPC
UNKNOWN,2026-02-21,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,UNKNOWN,INDIA,442.0,442.0,195.0,68723.0,0.0,1.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0028374779913566055,6.431616780408306,-1.0,2.2666666666666666
BRAND B,2026-02-24,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1685.91,1685.91,851.0,20889.0,0.0,553.0,-609.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,-2.0,0.040739145004547846,80.70802814878644,-1.0,1.9810928319623973
BRAND B,2026-02-22,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,0.0,454.78,0.0,68555.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.633797680694332,-1.0,0.0
BRAND B,2026-02-13,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,0.0,456.36,169.0,64731.0,0.0,0.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0026108047148970352,7.050099643138528,-1.0,2.7003550295857988
BRAND B,2026-02-09,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,458.11,458.11,171.0,68910.0,0.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002481497605572486,6.647946597010594,-1.0,2.6790058479532166
BRAND B,2026-02-14,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,UNKNOWN,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,UNKNOWN,INDIA,458.34,458.34,181.0,63648.0,-0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.00284376571141277,7.201168929110104,-1.0,2.5322651933701654
BRAND B,2026-02-11,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,464.27,464.27,186.0,61090.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0030446881650024555,7.599770829923064,-1.0,2.4960752688172043
BRAND B,2026-02-11,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | WEDDING,CUSTOM | COLLECTION | BOOST POST | CLP | ISHQ | BAU,INDIA,INDIA,45169.92,0.0,196.0,1089240.0,-0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0.00017994197789284271,0.0,0.0,0.0
BRAND B,2026-02-16,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,45218.88,471.03,183.0,70615.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002591517382992282,6.6703958082560355,-1.0,2.573934426229508
BRAND B,2026-02-28,UNKNOWN,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,474.76,474.76,183.0,4757.0,1.0,83.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,0.0,0.0,0.0,66.0,0.038469623712423795,99.8023964683624,-1.0,2.59431693989071
BRAND B,2026-02-28,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,483.23,483.23,178.0,72386.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0024590390406984777,6.675738402453514,-1.0,2.7147752808988765
BRAND B,2026-02-01,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,0.0,484.56,158.0,4097.0,0.0,97.0,97.0,0.0,0.0,0.0,-0.0,0.0,1.0,189.0,0.0,0.0,0.0,1.0,0.038564803514766904,118.2719062728826,-1.0,3.0668354430379745
BRAND B,2026-02-01,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,491.15,0.0,194.0,69671.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.002784515795668212,0.0,0.0,0.0
BRAND B,2026-02-23,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,UNKNOWN,INDIA,INDIA,493.41,493.41,185.0,75772.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0024415351317109224,6.511772158581007,-1.0,2.667081081081081
BRAND B,2026-02-12,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,UNKNOWN,493.55,-493.55,21200.0,7480.0,-0.0,130.0,143.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.834224598930481,-65.98262032085562,-1.0,-0.02328066037735849
BRAND B,2026-02-08,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,500.23,500.23,200.0,1263965.0,0.0,127.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,1.0,0.00015823222953167216,0.39576254089314183,-1.0,2.50115
BRAND B,2026-02-09,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,48116.16,501.21,262.0,8192.0,0.0,156.0,182.0,2.0,-0.0,0.0,0.0,-0.0,0.0,189.0,-175000.0,0.0,0.0,1.0,0.031982421875,61.182861328125,-1.0,1.9130152671755725
BRAND B,2026-02-02,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,511.11,511.11,163.0,4350.0,0.0,103.0,11232.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.037471264367816094,117.49655172413793,-1.0,3.1356441717791412
BRAND B,2026-02-13,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,532.71,80439.21,135.0,7419.0,0.0,96.0,83.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,32000.0,0.0,0.0,66.0,0.01819652244237768,10842.325111200971,-1.0,595.846
BRAND B,2026-02-13,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,556.41,0.0,184.0,7827.0,1.0,120.0,128.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,48000.0,0.0,1.0,0.023508368468123163,0.0,0.0,0.0
BRAND B,2026-02-22,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,UNKNOWN,INDIA,INDIA,577.97,577.97,187.0,9913.0,0.0,104.0,119.0,1.0,1.0,0.0,0.0,0.0,64.0,0.0,95000.0,95000.0,0.0,1.0,0.01886411782507818,58.30424694845153,-1.0,3.0907486631016043
BRAND B,2026-02-08,GROWIFY | TOF | TRAFFIC-THRUPLAY | INDIA,PAUSED,ECOMM | WOMEN CLOTHING,CUSTOM_VIDEO_INFLUENCER_LEHENGA_FANAH,INDIA,INDIA,622.23,622.23,283.0,93668.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0030213093052056197,6.642930349745911,-1.0,2.1986925795053005
BRAND B,2026-02-23,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,UNKNOWN,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,-645.85,645.85,20700.0,11789.0,0.0,116.0,131.0,0.0,0.0,0.0,1.0,105000.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.7558741199423191,54.78412079056748,161.5764496400093,0.03120048309178744
BRAND B,2026-02-21,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,64416.96,671.01,214.0,9741.0,0.0,23985.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.021968997022892928,68.88512473052049,-1.0,3.1355607476635514
BRAND B,2026-02-13,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | LUXURY,CUSTOM | EXISTING POST-16/08/25 | REEL | CLP | MEHFIL | BAU,INDIA,INDIA,675.89,675.89,1484.0,2473700.0,1.0,74.0,17280.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0005999110643974613,0.2732303836358491,-1.0,0.45545148247978434
BRAND B,2026-02-27,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,UNKNOWN,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,706.62,706.62,454.0,12172.0,0.0,325.0,368.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03729871837002958,58.05290831416365,-1.0,1.556431718061674
BRAND B,2026-02-28,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,UNKNOWN,746.22,746.22,302.0,10110.0,0.0,161.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029871414441147378,73.81008902077151,-1.0,2.470927152317881
BRAND B,2026-02-19,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,776.83,776.83,244.0,9210.0,0.0,27300.0,-156.0,1.0,1.0,0.0,0.0,-0.0,-0.0,0.0,161000.0,-161000.0,0.0,1.0,0.026492942453854505,84.34636264929425,-1.0,3.1837295081967216
BRAND B,2026-02-13,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,785.37,785.37,0.0,10418.0,0.0,184.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.38587060856212,-1.0,0.0
BRAND B,2026-02-13,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | LUXURY,CUSTOM | EXISTING POST-24/11/25 | REEL | CLP | MEHFIL | BAU,INDIA,INDIA,804.97,804.97,208.0,16374.0,1.0,92.0,114.0,0.0,2.0,-0.0,0.0,0.0,0.0,0.0,203000.0,5520000.0,-0.0,1.0,0.012703065836081592,49.16147550995481,-1.0,3.870048076923077
BRAND B,2026-02-20,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,UNKNOWN,INDIA,815.48,815.48,265.0,12221.0,0.0,168.0,182.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,85000.0,0.0,0.0,1.0,0.02168398658047623,66.72776368545946,-1.0,3.0772830188679245
BRAND B,2026-02-17,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,84333.12,878.47,25000.0,13005.0,0.0,138.0,156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92000.0,0.0,0.0,1.0,1.9223375624759709,67.54863514033065,-1.0,0.0351388
BRAND B,2026-02-16,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,958.57,144744.07,315.0,-13325.0,0.0,201.0,22140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,-0.023639774859287054,-10862.594371482177,-1.0,459.50498412698414
BRAND B,2026-02-18,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,UNKNOWN,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,UNKNOWN,INDIA,0.0,-967.78,245.0,14596.0,0.0,136.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.016785420663195397,-66.30446697725404,-1.0,-3.9501224489795916
BRAND B,2026-02-14,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,-1005.16,0.0,332.0,13599.0,0.0,202.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.0,0.0,0.0,1.0,0.024413559820575043,0.0,0.0,0.0
BRAND B,2026-02-10,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | LUXURY,CUSTOM | EXISTING POST-24/11/25 | REEL | CLP | MEHFIL | BAU,INDIA,INDIA,1065.369999,1065.369999,46200.0,19973.0,0.0,-227.0,262.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.3131227156661494,53.34050963801132,-1.0,0.02305995668831169
BRAND B,2026-02-17,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,UNKNOWN,1098.38,165855.38,412.0,18315.0,0.0,286.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.022495222495222494,9055.712803712804,-1.0,402.5616019417476
BRAND B,2026-02-15,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,UNKNOWN,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,UNKNOWN,1121.84,1121.84,315.0,17219.0,0.0,195.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.018293745281375225,65.15128636970788,-1.0,3.5613968253968253
BRAND B,2026-02-19,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,111733.44,1163.89,353.0,13951.0,0.0,221.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.025302845674145223,83.4269944806824,-1.0,3.2971388101983004
UNKNOWN,2026-02-21,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1177.74,1177.74,493.0,17145.0,0.0,319.0,362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.028754738990959462,68.69291338582677,-1.0,2.388924949290061
BRAND B,2026-02-14,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,1201.45,1201.45,410.0,15387.0,1.0,280.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026645869890167023,78.0821472671736,-1.0,2.930365853658537
UNKNOWN,2026-02-20,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,1204.46,1204.46,44500.0,18732.0,0.0,59865.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3756139226991246,64.29959427717276,-1.0,0.027066516853932587
BRAND B,2026-02-21,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,1228.23,1228.23,533.0,18743.0,0.0,411.0,443.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.028437283252414236,65.53006455743478,-1.0,2.3043714821763603
BRAND B,2026-02-19,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1233.15,1233.15,408.0,15043.0,0.0,248.0,-277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027122249551286313,81.97500498570764,-1.0,3.0224264705882353
BRAND B,2026-02-16,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,0.0,1242.85,0.0,-18027.0,0.0,280.0,-325.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-68.94380651245353,-1.0,0.0
BRAND B,2026-02-16,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,UNKNOWN,UNKNOWN,1245.18,1245.18,452.0,20406.0,0.0,310.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.02215034793688131,61.020288150543955,-1.0,2.7548230088495576
BRAND B,2026-02-12,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | LUXURY,CUSTOM | EXISTING POST-16/08/25 | REEL | CLP | MEHFIL | BAU,INDIA,INDIA,-1249.18,1249.18,2777.0,31686.0,0.0,132.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08764122956510761,39.42372025500221,-1.0,0.449830752610731
BRAND B,2026-02-18,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,UNKNOWN,INDIA,INDIA,1266.09,1266.09,419.0,19325.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.02168175937904269,65.5156532988357,-1.0,3.0216945107398567
BRAND B,2026-02-18,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,122364.48,1274.63,390.0,19083.0,0.0,261.0,301.0,1.0,78.0,0.0,0.0,0.0,0.0,1.0,18875000.0,125000.0,0.0,1.0,0.02043703820154064,66.79400513546088,-1.0,3.2682820512820516
BRAND B,2026-02-14,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,UNKNOWN,0.0,0.0,446.0,17499.0,0.0,277.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02548717069546831,0.0,0.0,0.0
BRAND B,2026-02-16,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1328.8,1328.8,461.0,17480.0,0.0,294.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.0,0.0,1.0,0.02637299771167048,76.01830663615561,-1.0,2.8824295010845984
BRAND B,2026-02-16,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,1419.02,1419.02,563.0,24834.0,0.0,427.0,463.0,198.0,1.0,-0.0,0.0,0.0,1.0,0.0,52300.0,0.0,0.0,1.0,0.022670532334702426,57.14021100104695,-1.0,2.520461811722913
BRAND B,2026-02-26,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | ONLINE SHOPPERS,CATALOG ADS | RTS,INDIA,INDIA,1451.31,219147.81,799.0,25471.0,0.0,493.0,701.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03136900789132739,8603.816497192885,-1.0,274.27760951188986
BRAND B,2026-02-20,UNKNOWN,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1472.12,1472.12,474.0,18305.0,0.0,307.0,325.0,-0.0,0.0,0.0,-0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.025894564326686697,80.42174269325321,-1.0,3.1057383966244725
BRAND B,2026-02-20,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | LUXURY,CUSTOM | EXISTING POST-24/11/25 | REEL | CLP | MEHFIL | BAU,INDIA,INDIA,1493.25,1493.25,49800.0,30445.0,0.0,-173.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.6357365741501066,49.047462637543106,-1.0,0.029984939759036145
BRAND B,2026-02-15,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,UNKNOWN,INDIA,INDIA,0.0,1504.14,446.0,21021.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.021216878359735503,71.5541601255887,-1.0,3.372511210762332
BRAND B,2026-02-15,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,146143.68,1522.33,828.0,27581.0,0.0,655.0,692.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.030020666400783148,55.19488053370073,-1.0,1.838562801932367
BRAND B,2026-02-17,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,146314.56,1524.11,0.0,21389.0,0.0,60645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.25672074430781,-1.0,0.0
BRAND B,2026-02-26,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | AASHNA | LEHENGA | FANAH | SUMMER | PLP,INDIA,INDIA,-1597.09,0.0,1208.0,27828.0,3.0,924.0,1007.0,2.0,2.0,1.0,1.0,74900.0,0.0,2.0,178400.0,149800.0,74900.0,1.0,0.04340951559580279,0.0,0.0,0.0
BRAND B,2026-02-22,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1671.37,1671.37,668.0,3833655.0,0.0,440.0,505.0,3.0,0.0,0.0,0.0,0.0,192.0,0.0,-425000.0,0.0,0.0,1.0,0.00017424624803223033,0.4359729813976479,-1.0,2.5020508982035925
BRAND B,2026-02-11,UNKNOWN,ACTIVE,ECOMM | LUXURY,CUSTOM | EXISTING POST-24/11/25 | REEL | CLP | MEHFIL | BAU,INDIA,UNKNOWN,-1679.24,1679.24,756.0,19467.0,0.0,315.0,382.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.038834951456310676,86.2608516977449,-1.0,2.221216931216931
BRAND B,2026-02-23,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | OPEN TARGETING,CUSTOM | VIDEO | INFLUENCER_MAHIMA | LEHENGA | MEHFIL | CLP,INDIA,INDIA,1682.75,1682.75,-544.0,27647.0,0.0,362.0,390.0,1.0,0.0,0.0,0.0,-0.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.019676637609867254,60.86555503309581,-1.0,-3.0932904411764706
BRAND B,2026-02-11,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | LUXURY,CUSTOM | EXISTING POST-16/08/25 | REEL | CLP | MEHFIL | BAU,INDIA,INDIA,1758.92,0.0,3105.0,44371.0,0.0,209.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0699781388744901,0.0,0.0,0.0
BRAND B,2026-02-25,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | ONLINE SHOPPERS,CATALOG ADS | RTS,INDIA,INDIA,170978.88,1781.03,999.0,24532.0,1.0,-741.0,0.0,198.0,1.0,0.0,0.0,0.0,1.0,0.0,187000.0,21505000.0,0.0,1.0,0.04072232186531877,72.60027718897766,-1.0,1.7828128128128127
