Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,SKU,Customer Sale Type,Customer ID,Shipping Country
Brand A,2026-10-03,INR,Magic Checkout - Brand A,2026-03-10 09:09:04+00:00,2026-03-10 09:09:04+00:00,2026-03-10T09:09:20Z,6991820000000,#11986,India,India,India,Delhi,South Delhi,"cod, Magic",,, nan,,NAN,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,,Returning,9484410000000.0,India
Brand A,2026-10-03,INR,Magic Checkout - Brand A,2026-03-10 18:25:27+00:00,2026-03-10 18:25:27+00:00,2026-03-10T18:25:42Z,6992750000000, nan,,India,India,Maharashtra,Navi Mumbai,"Magic, upi",,,NAN,,,0.0,0.0,150.0,0.0,-0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9517250000000.0,India
 brand a,2026-11-03,INR,Magic Checkout - Brand A,,2026-03-10 19:02:39+00:00,2026-03-12T11:46:26Z,6992830000000,#11996,India,India,India,Haryana,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,,9491330000000.0,India
Brand A,2026-11-03,INR,Draft Orders,2026-03-11 07:12:56+00:00,,2026-03-11T07:12:58Z,6993920000000,#11999,India, india,India,Karnataka,Bangalore,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0, nan,Returning,,India
Brand A,2026-11-03,INR,Draft Orders,2026-03-11 09:25:05+00:00,2026-03-11 09:25:06+00:00,2026-03-11T09:25:30Z,6994070000000,,India,India,India,,Coimbatore,,,,,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,87.0,,,,India
NAN,2026-12-03,INR,Magic Checkout - Brand A,2026-03-12 02:16:02+00:00,,2026-03-12T11:49:11Z,6995590000000,#12008,,India,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,,India
Brand A,2026-12-03,INR,Draft Orders,,2026-03-12 03:15:22+00:00,,916432770000000,,India,India,India,MAHARASHTRA,Mumbai,,,,,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,,Returning,9072560000000.0,India
Brand A,2026-03-12,INR,Magic Checkout - Brand A,2026-03-12 06:56:10+00:00,2026-03-12 06:56:10+00:00,2026-03-12T06:56:26Z,6995980000000,#12016,India,INDIA,India,Maharashtra,Mumbai," cod, magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8587990000000.0,India
Brand A,2026-12-03,INR,,,2026-03-12 13:48:45+00:00,2026-03-12T13:49:00Z,0,#12027,INDIA,India,India,Maharashtra,Mumbai,"Magic, upi",,,,, nan,-0.0,-0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8572290000000.0,India
Brand A,2026-12-03,INR,Draft Orders,2026-03-12 14:36:55+00:00,2026-03-12 14:36:55+00:00,2026-03-12T14:39:16Z,6996560000000,,India,India,India,Maharashtra,Mumbai,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9244750000000.0,India
Brand A,2026-03-12,INR,Magic Checkout - Brand A,2026-03-12 18:45:44+00:00,2026-03-12 18:45:44+00:00,2026-03-12T18:46:00Z,-916613550000000,#12033,India,India,,Odisha,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,87.0,,RETURNING,9279350000000.0,India
Brand A,,,Magic Checkout - Brand A,,,,6997130000000,#12034,India, india,India,Punjab,Amritsar,"COD, MAGIC",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,,,0.0,-1.0,,Returning,8405520000000.0,India
Brand A,2026-03-13,INR,Magic Checkout - Brand A,2026-03-13 03:40:57+00:00,2026-03-13 03:40:57+00:00,2026-03-13T03:41:13Z,6997980000000,#12037,India,India,,Haryana,Panipat,"cod, Magic",,,,,NAN,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,-1.0,,Returning,9317850000000.0,India
Brand A,2026-03-13,INR,Magic Checkout - Brand A,2026-03-13 10:16:04+00:00,2026-03-13 10:16:04+00:00,2026-03-16T11:41:00Z,,#12044,India,India,India,Maharashtra,Nagpur,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,-0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8059640000000.0,
Brand A,2026-03-13,INR,Magic Checkout - Brand A,2026-03-13 11:47:39+00:00,,,6998560000000,#12046,India,India,India,Punjab,Jalandhar,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8600910000000.0,India
Brand A,2026-03-14,INR,Draft Orders,2026-03-14 15:13:33+00:00,2026-03-14 15:13:33+00:00,2026-03-16T11:47:10Z,7001260000000,#12068,India,India,India,Telangana,Hyderabad,,,,,,,0.0,0.0,-150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,, returning,9197420000000.0,India
Brand A,2026-03-15,INR,Magic Checkout - Brand A,2026-03-15 10:52:36+00:00,,2026-03-16T11:48:36Z,917413960000000,#12076,India,India,,Telangana,Hyderabad,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7109980000000.0,India
Brand A,2026-03-16,INR,Magic Checkout - Brand A,2026-03-16 06:26:38+00:00,2026-03-16 06:26:38+00:00,2026-03-19T07:03:33Z,0,#12086,India,India,India,Madhya Pradesh,Indore,"Magic, upi",0.0,,,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9083000000000.0,India
Brand A,2026-03-16,INR,Magic Checkout - Brand A,2026-03-16 12:13:02+00:00,2026-03-16 12:13:02+00:00,,7005440000000,#12095,NAN,India,India,Karnataka,Bengaluru,"card, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,,Returning,8349190000000.0,India
Brand A,2026-03-16,INR,Magic Checkout - Brand A,2026-03-16 12:51:15+00:00,2026-03-16 12:51:15+00:00,2026-03-19T10:32:59Z,7005490000000,#12096,India,India,India,,Mumbai Subueban,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7410070000000.0,India
Brand A,2026-03-17,INR,,2026-03-17 12:00:06+00:00,2026-03-17 12:00:06+00:00,2026-03-19T10:32:39Z,7007530000000,#12114,India,India,India,Maharashtra,Mumbai,NAN,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,Returning,1049640900000000.0,India
Brand A,2026-03-17,INR,Magic Checkout - Brand A,2026-03-17 15:26:30+00:00,2026-03-17 15:26:30+00:00,2026-03-17T15:26:46Z,918024420000000,,India,India,, tamil nadu,Thiruppur,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,Returning,9075640000000.0,India
Brand A,2026-03-17,INR,Magic Checkout - Brand A,2026-03-17 20:22:21+00:00,2026-03-17 20:22:21+00:00,2026-03-17T20:22:37Z,7008310000000,#12120,India,India,India,PUNJAB,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,, returning,9544680000000.0,India
Brand A,2026-03-18,INR,Magic Checkout - Brand A,2026-03-18 09:42:02+00:00,2026-03-18 09:42:02+00:00,2026-03-19T10:25:59Z,7009400000000,#12132,INDIA,India,India,Maharashtra,Mumbai,"COD, MAGIC",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9547710000000.0,India
Brand A,2026-03-19,INR,Magic Checkout - Brand A,2026-03-19 04:08:45+00:00,2026-03-19 04:08:45+00:00,2026-03-19T10:33:51Z,7010970000000,#12140,India, india,India,,North West Delhi," cod, magic",,NAN,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8203320000000.0,India
Brand A,2026-03-19,INR,Magic Checkout - Brand A,2026-03-19 07:09:33+00:00,2026-03-19 07:09:33+00:00,2026-03-19T07:09:49Z,7011190000000,#12145,India,India,India,Delhi,South West Delhi,"card, Magic",,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,, returning,,India
Brand A,2026-03-19,INR,Magic Checkout - Brand A,,2026-03-19 09:15:11+00:00,2026-03-20T10:38:39Z,7011330000000,#12147,India,India,India, nan,South Delhi,"card, Magic",, nan,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8361490000000.0,India
Brand A,,INR,Draft Orders,,,2026-03-20T10:49:54Z,,#12148,India,India,India,Rajasthan,Jaipur,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,,9548010000000.0,India
,2026-03-19,INR,Magic Checkout - Brand A,2026-03-19 17:44:21+00:00,2026-03-19 17:44:21+00:00,,7012360000000,#12155,India,India,India,Telangana,Hyderabad,"cod, Magic",,NAN,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,,Returning,,
Brand A,2026-03-20,INR,Magic Checkout - Brand A,,2026-03-20 02:19:57+00:00,NAN,7013470000000,#12159,India,India,India,Delhi,South West Delhi,"Magic, upi",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,-0.0,0.0,0.0,1.0,,Returning,6596360000000.0,India
Brand A,2026-03-20,,Draft Orders,2026-03-20 07:30:40+00:00,2026-03-20 07:30:41+00:00,2026-03-23T12:08:21Z,0,#12164,,India,India,Tamil Nadu,Coimbatore,,,,,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9302890000000.0,India
Brand A,2026-03-20,INR,Draft Orders,2026-03-20 09:29:24+00:00,2026-03-20 09:29:24+00:00,2026-03-21T11:12:11Z,7014230000000,#12166,India, india,India,Karnataka,Bengaluru,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9429240000000.0,India
,2026-03-21,INR,Magic Checkout - Brand A,2026-03-21 04:44:52+00:00,2026-03-21 04:44:52+00:00,2026-03-21T04:45:08Z,7016860000000,#12175,India,India,India,Karnataka,Dakshina Kannada,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9555720000000.0,India
BRAND A,2026-03-21, inr,Magic Checkout - Brand A,2026-03-21 04:56:49+00:00,2026-03-21 04:56:49+00:00,2026-03-21T11:00:44Z,7016880000000,#12176,India,India,,Delhi,New Delhi,"Magic, netbanking",,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,Returning,9138470000000.0,India
Brand A,2026-03-21,INR,Magic Checkout - Brand A,2026-03-21 12:43:39+00:00,2026-03-21 12:43:39+00:00,2026-03-23T12:03:17Z,7017780000000, #12186,India,India,India,Uttar Pradesh,Noida,"Magic, upi",,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9307940000000.0,
Brand A,2026-03-21,INR,Magic Checkout - Brand A,2026-03-21 14:33:19+00:00,2026-03-21 14:33:19+00:00,2026-03-21T14:33:35Z,-7018050000000,,INDIA,India,India,,Ahmedabad,,,,,, nan,-0.0,-0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,RETURNING,8150440000000.0,India
Brand A,2026-03-22,INR,Draft Orders,2026-03-22 02:28:54+00:00,2026-03-22 02:28:55+00:00,2026-03-22T02:29:56Z,0,#12192,India,India,,Maharashtra,Thane,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,87.0,NAN,Returning,9556200000000.0,India
Brand A,2026-03-22,INR,Magic Checkout - Brand A,2026-03-22 07:05:00+00:00,,2026-03-22T07:05:16Z,7020420000000,#12198,India,India,India,Punjab,S A S Nagar,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8323480000000.0,India
BRAND A,2026-03-22,INR,Magic Checkout - Brand A,2026-03-22 15:58:28+00:00,2026-03-22 15:58:28+00:00,2026-03-22T15:58:43Z,7021570000000,#12211,India,India,India,Telangana,K V Rangareddy,"cod, Magic",,,,, nan,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,Returning,0.0,India
,2026-03-23,INR,,2026-03-23 03:28:55+00:00,2026-03-23 03:28:55+00:00,,920044440000000,#12220,India,India,India,Punjab,Amritsar,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8635160000000.0,India
Brand A,2026-03-23,INR,Magic Checkout - Brand A,2026-03-23 04:54:08+00:00,,2026-03-23T04:54:24Z,,#12221,India,India,India,Karnataka,Bengaluru,"Magic, upi",,,,,,-0.0,-0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9559580000000.0,
Brand A,2026-03-24,INR,Magic Checkout - Brand A,2026-03-24 09:45:02+00:00,2026-03-24 09:45:02+00:00,2026-03-27T11:18:31Z,7027110000000, #12239,India,INDIA,India,Chhattisgarh,Raipur,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9522360000000.0,India
Brand A,2026-03-24,,Magic Checkout - Brand A,,2026-03-24 11:18:44+00:00,2026-03-24T11:18:59Z,7027320000000,#12241,India, india,India,Maharashtra,," magic, upi",,NAN,,,,0.0,0.0,150.0,0.0,-0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,-9020130000000.0,India
Brand A,2026-03-24,INR,Magic Checkout - Brand A,2026-03-24 13:18:19+00:00,2026-03-24 13:18:19+00:00,2026-03-27T09:53:43Z,7027590000000,#12244,India,India,India,Manipur,Imphal West,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9536190000000.0,India
Brand A,2026-03-24,INR,Magic Checkout - Brand A,2026-03-24 13:42:26+00:00,2026-03-24 13:42:26+00:00,2026-03-24T13:42:42Z,7027650000000,#12246,India,,India,Uttar Pradesh,Noida,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,87.0,,Returning,-8487540000000.0,India
 brand a,2026-03-25,INR,Draft Orders,2026-03-25 11:41:36+00:00,2026-03-25 11:41:36+00:00,2026-03-26T11:23:40Z,921024320000000,#12261,India,India,India,Haryana,Gurgaon,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9079310000000.0,India
 brand a,2026-03-25,INR,Magic Checkout - Brand A,2026-03-25 18:47:53+00:00,2026-03-25 18:47:53+00:00,2026-03-26T11:16:00Z,0,#12270,India,India,India,Maharashtra,Pune,"cod, Magic",,,,, nan,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9497560000000.0,India
Brand A,2026-03-26,INR,Magic Checkout - Brand A,2026-03-26 05:31:27+00:00,2026-03-26 05:31:27+00:00,2026-03-26T05:31:43Z,7032430000000,#12273,India,India,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8698130000000.0,India
Brand A,2026-03-26,,Magic Checkout - Brand A,2026-03-26 06:03:38+00:00,2026-03-26 06:03:38+00:00,2026-03-26T06:03:53Z,,#12274,India,India,India,,Guwahati,"cod, Magic",,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,6659820000000.0,India
Brand A,2026-03-26,INR,Magic Checkout - Brand A,2026-03-26 08:15:10+00:00,2026-03-26 08:15:10+00:00,2026-03-26T08:15:25Z,7032610000000,#12278,INDIA,India,India,Tamil Nadu,Chennai,"Magic, upi",,,,,,0.0,0.0,150.0,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,NAN,Returning,0.0,India
,2026-03-26,INR,Draft Orders,2026-03-26 09:10:28+00:00,2026-03-26 09:10:29+00:00,2026-03-27T11:18:58Z,7032670000000,#12281,India, india,India,Maharashtra,Mira Bhayandar, nan,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,Returning,9586250000000.0,India
Brand A,2026-03-26,INR,Magic Checkout - Brand A,2026-03-26 12:54:29+00:00,2026-03-26 12:54:29+00:00,2026-03-26T12:54:45Z,7032940000000,#12284,India,India,,Maharashtra,,"cod, Magic",,,NAN,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,NAN,9153920000000.0,India
Brand A,2026-03-27, nan,Magic Checkout - Brand A,2026-03-27 03:51:27+00:00,2026-03-27 03:51:27+00:00,2026-03-27T11:23:22Z,7034360000000,,India,India,India,Maharashtra,Mumbai,"Magic, upi",0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,, returning,7109490000000.0,India
Brand A,2026-03-27,INR,Magic Checkout - Brand A,2026-03-27 06:45:01+00:00,,2026-03-27T06:45:17Z,7034560000000,#12291,India,India,India,Karnataka,Bengaluru,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,,,8482210000000.0,India
Brand A,2026-03-27,INR,Magic Checkout - Brand A,2026-03-27 09:30:02+00:00,2026-03-27 09:30:02+00:00, 2026-03-27t09:30:17z,7034730000000,#12298,India,India,India,Telangana,Rangareddy,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9588980000000.0,India
Brand A,2026-03-27,INR,Magic Checkout - Brand A,2026-03-27 18:22:12+00:00,2026-03-27 18:22:12+00:00,2026-03-27T18:22:28Z,7035660000000,#12302,India,,India,Maharashtra,Mumbai,,,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0, nan,Returning,7754420000000.0,India
Brand A,2026-02-03,INR,Magic Checkout - Brand A,2026-03-02 03:36:14+00:00,2026-03-02 03:36:14+00:00,2026-03-02T03:36:29Z,6973430000000,#11880,India,India,,Telangana,K V Rangareddy,"Magic, upi",,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,87.0,,Returning,7143830000000.0,India
Brand A,2026-02-03,INR,Magic Checkout - Brand A,,2026-03-02 07:53:33+00:00,2026-03-02T07:53:49Z,6973760000000,#11886,India, india,India,Haryana,Gurgaon," magic, upi",, nan,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,NAN,Returning,7794880000000.0,India
Brand A,2026-03-03,INR,Magic Checkout - Brand A,,2026-03-03 04:44:02+00:00, 2026-03-03t04:44:18z,-6975710000000,#11898, india,India,India,Rajasthan,Jaipur,"cod, Magic",,,NAN,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,-87.0,,Returning,7449970000000.0,India
Brand A,2026-03-04,INR,Magic Checkout - Brand A,,2026-03-04 20:04:37+00:00,2026-03-07T11:37:15Z,914296160000000,#11922,India,,India,Chandigarh,Chandigarh,"Magic, upi",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,,,,,0.0,,0.0,87.0,,Returning,8354640000000.0,India
BRAND A,2026-05-03,INR,Magic Checkout - Brand A,2026-03-05 12:33:30+00:00,2026-03-05 12:33:30+00:00,,6980860000000,#11932, india,India,India,Delhi,Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,,Returning,7402530000000.0,
Brand A,2026-09-03,INR,Magic Checkout - Brand A,2026-03-09 01:44:05+00:00,2026-03-09 01:44:05+00:00,2026-03-09T01:44:21Z,6989050000000,#11967,India,,India,TAMIL NADU,Chennai,"card, Magic",,NAN,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,, nan,960795000000000.0,India
Brand A,2026-10-03,INR,Magic Checkout - Brand A,2026-03-10 09:43:41+00:00,2026-03-10 09:43:41+00:00,2026-03-11T11:23:01Z,915933660000000,#11988,India,India,India,,Patiala,"cod, Magic",,,NAN,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,87.0, nan, returning,8621880000000.0,India
,2026-12-03,INR,Magic Checkout - Brand A,2026-03-12 00:39:09+00:00,,2026-03-12T11:47:58Z,6995440000000,#12007,India,India,India,Karnataka,Bangalore,"Magic, netbanking",,,,,NAN,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,945840500000000.0,India
Brand A,2026-03-12,,Magic Checkout - Brand A,2026-03-12 10:15:22+00:00,2026-03-12 10:15:22+00:00,,6996220000000,#12020,India, nan,,Telangana,Hyderabad,"Magic, upi",,,,,,0.0,0.0,17400.0,0.0,-0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8344910000000.0,India
Brand A,2026-03-17,,Magic Checkout - Brand A,2026-03-17 07:06:33+00:00,2026-03-17 07:06:33+00:00,2026-03-17T07:06:49Z,7007190000000,#12105, india,India,India,Maharashtra,Mumbai,"MAGIC, UPI",,,,, nan,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,695589400000000.0,India
BRAND A,2026-03-17,INR,,2026-03-17 08:05:19+00:00,2026-03-17 08:05:19+00:00,2026-03-17T08:05:35Z,7007270000000,#12108,India,INDIA,India,Madhya Pradesh,Bhopal,,,,,,,0.0,0.0,150.0,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7605790000000.0,India
 brand a,2026-03-18,INR,Magic Checkout - Brand A,2026-03-18 02:35:34+00:00,2026-03-18 02:35:34+00:00,2026-03-18T02:35:49Z,7008910000000,#12123,India,India,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,Returning,9463250000000.0,India
Brand A,2026-03-18,INR,Magic Checkout - Brand A,2026-03-18 07:53:22+00:00,2026-03-18 07:53:22+00:00,2026-03-18T07:53:38Z,,#12127,India,India,India,Arunachal Pradesh,Papum Pare,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,8358370000000.0,India
Brand A,2026-03-18,INR,Magic Checkout - Brand A,2026-03-18 17:07:55+00:00,2026-03-18 17:07:55+00:00,2026-03-20T10:39:00Z,7010040000000,#12137, india,India,India, nan,,"cod, Magic",,,,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,, returning,8572540000000.0,India
Brand A,2026-03-19,INR,Magic Checkout - Brand A,2026-03-19 07:08:15+00:00,2026-03-19 07:08:15+00:00,2026-03-20T10:33:00Z,7011180000000,#12144,India,India,India,Uttar Pradesh,Noida,"Magic, netbanking",0.0,,,,,-0.0,-0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,-1.0,,Returning,8350600000000.0,India
Brand A,2026-03-20,INR,Magic Checkout - Brand A,2026-03-20 11:54:28+00:00,,2026-03-20T11:54:44Z,7014520000000,#12169,,India,India,Kerala,Ernakulam,"Magic, upi",,,,,,-0.0,-0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,6893900000000.0,India
Brand A,2026-03-22,INR,Magic Checkout - Brand A,2026-03-22 06:18:13+00:00,2026-03-22 06:18:13+00:00,2026-03-22T06:18:28Z,,#12197,India,India,India, delhi,West Delhi," cod, magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7845240000000.0,India
,2026-03-22,INR,Magic Checkout - Brand A,2026-03-22 18:06:31+00:00,2026-03-22 18:06:31+00:00,2026-03-22T18:06:47Z,7021920000000,#12215,India,India,India,Telangana,Hyderabad,"cod, Magic",,,,,,0.0,0.0,150.0,,0.0,0.0,0.0,,,,-0.0,,0.0,1.0,,Returning,7639460000000.0,India
Brand A,2026-03-22, inr,Magic Checkout - Brand A,2026-03-22 21:28:56+00:00,2026-03-22 21:28:56+00:00,2026-03-24T10:44:54Z,7022420000000,#12218,India,India,India,Uttar Pradesh,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,-0.0,,0.0,1.0,, returning,9307940000000.0,India
Brand A,2026-03-24,INR,Magic Checkout - Brand A,2026-03-24 12:12:51+00:00,2026-03-24 12:12:51+00:00,2026-03-26T11:33:48Z,7027440000000,#12243,India,India,India,,Hyderabad,"Magic, upi",,,,,NAN,0.0,0.0,17400.0,0.0,-0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9405660000000.0,India
Brand A,2026-03-24,INR,Magic Checkout - Brand A,2026-03-24 16:05:56+00:00,2026-03-24 16:05:56+00:00,2026-03-26T11:37:09Z,7028030000000,#12248,India,India,India,Bihar,,"cod, Magic",, nan,NAN,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,,Returning,8971980000000.0,India
Brand A,2026-03-25,INR,Magic Checkout - Brand A,2026-03-25 10:57:27+00:00,2026-03-25 10:57:27+00:00,2026-03-25T10:57:42Z,7030660000000, #12258,,India,India,Uttar Pradesh,Firozabad,"cod, Magic",,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,RETURNING,9253360000000.0,India
Brand A,2026-01-03,INR,Magic Checkout - Brand A,2026-03-01 15:35:50+00:00,2026-03-01 15:35:50+00:00,2026-03-01T15:36:06Z,-6971400000000,,India,,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,-0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,734245600000000.0,India
Brand A,2026-03-02,,Magic Checkout - Brand A,2026-03-02 15:01:48+00:00,2026-03-02 15:01:48+00:00,2026-03-02T15:02:04Z,913642470000000,#11895, india,India,India,Telangana,K V Rangareddy,"Magic, upi",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7143830000000.0,India
Brand A,2026-03-03,INR,Magic Checkout - Brand A,2026-03-03 16:17:00+00:00,2026-03-03 16:17:00+00:00,,6976670000000,#11905,India,India,India,Maharashtra,Pune,"Magic, upi",,,,,,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7972370000000.0,India
Brand A,2026-04-03,INR,Magic Checkout - Brand A,2026-03-04 04:52:45+00:00,2026-03-04 04:52:45+00:00,2026-03-04T04:53:01Z,6978040000000,#11910,India,India,India,Delhi,South Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,87.0,,Returning,8224310000000.0,India
